CIK,cusip,ACCESSION_NUMBER,companyName,value,shares,cusip6,reportCalendarOrQuarter,managerName,managerAddress
93410,166764100,0001172661-23-004080,CHEVRON CORP NEW,80160234,446600,166764,31-DEC-2022,"One River Asset Management, LLC","2200 Atlantic Street, Suite 310, Stamford, CT, 06902"
93410,166764100,0001993325-23-000004,CHEVRON CORP NEW,219776,1347,166764,31-MAR-2023,"Slocum, Gordon & Co LLP","39 MILL STREET, NEWPORT, RI, 02840"
93410,166764100,0000315032-23-000030,CHEVRON CORP NEW,2248415333,13334215,166764,30-SEP-2023,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,"ONE STATE FARM PLAZA, BLOOMINGTON, IL, 61710"
93410,166764100,0000315032-23-000029,CHEVRON CORP NEW,2098138730,13334215,166764,30-JUN-2023,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,"ONE STATE FARM PLAZA, BLOOMINGTON, IL, 61710"
93410,166764100,0000315032-23-000028,CHEVRON CORP NEW,2175610519,13334215,166764,31-MAR-2023,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,"ONE STATE FARM PLAZA, BLOOMINGTON, IL, 61710"
93410,166764100,0000315032-23-000027,CHEVRON CORP NEW,2393358250,13334215,166764,31-DEC-2022,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,"ONE STATE FARM PLAZA, BLOOMINGTON, IL, 61710"
93410,166764100,0000918504-23-000004,CHEVRON CORPORATION,9648268,57219,166764,30-SEP-2023,BIRMINGHAM CAPITAL MANAGEMENT CO INC/AL,"2 PERIMETER PARK SOUTH, SUITE 235-EAST, BIRMINGHAM, AL, 35243-3253"
93410,166764100,0000051812-23-000004,CHEVRON CORPORATION,6260,37122,166764,30-SEP-2023,STONEBRIDGE CAPITAL MANAGEMENT INC,"1801 CENTURY PARK EAST SUITE 1800, LOS ANGELES, CA, 90067"
93410,166764100,0000051812-23-000004,CHEVRON CORPORATION,118,700,166764,30-SEP-2023,STONEBRIDGE CAPITAL MANAGEMENT INC,"1801 CENTURY PARK EAST SUITE 1800, LOS ANGELES, CA, 90067"
93410,166764100,0001846532-23-000030,CHEVRON CORP NEW,3673139,23344,166764,30-JUN-2023,"Continuum Advisory, LLC","873 E. STATE STREET, EAGLE, ID, 83616"
93410,166764100,0001846532-23-000029,CHEVRON CORP NEW,3387065,20759,166764,31-MAR-2023,"Continuum Advisory, LLC","873 E. STATE STREET, EAGLE, ID, 83616"
93410,166764100,0001846532-23-000028,CHEVRON CORP NEW,3650277,20337,166764,31-DEC-2022,"Continuum Advisory, LLC","873 E. STATE STREET, EAGLE, ID, 83616"
93410,166764100,0001846532-23-000027,CHEVRON CORP NEW,2937000,20440,166764,30-SEP-2022,"Continuum Advisory, LLC","873 E. STATE STREET, EAGLE, ID, 83616"
93410,166764100,0001846532-23-000026,CHEVRON CORP NEW,2851000,19689,166764,30-JUN-2022,"Continuum Advisory, LLC","873 E. STATE STREET, EAGLE, ID, 83616"
93410,166764100,0001846532-23-000025,CHEVRON CORP NEW,2983000,19037,166764,31-MAR-2022,"Continuum Advisory, LLC","873 E. STATE STREET, EAGLE, ID, 83616"
93410,166764100,0001846532-23-000024,CHEVRON CORP NEW,2168000,18473,166764,31-DEC-2021,"Continuum Advisory, LLC","873 E. STATE STREET, EAGLE, ID, 83616"
93410,166764100,0001846532-23-000023,CHEVRON CORP NEW,1787000,17613,166764,30-SEP-2021,"Continuum Advisory, LLC","873 E. STATE STREET, EAGLE, ID, 83616"
93410,166764100,0001846532-23-000022,CHEVRON CORP NEW,1854000,17703,166764,30-JUN-2021,"Continuum Advisory, LLC","873 E. STATE STREET, EAGLE, ID, 83616"
93410,166764100,0000714142-23-000004,CHEVRON CORP,6578,39012,166764,30-SEP-2023,TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,"479 VERSAILLES ROAD, FRANKFORT, KY, 40601"
93410,166764100,0000714142-23-000004,CHEVRON CORP,22313,132327,166764,30-SEP-2023,TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,"479 VERSAILLES ROAD, FRANKFORT, KY, 40601"
93410,166764100,0000714142-23-000004,CHEVRON CORP,19288,114390,166764,30-SEP-2023,TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,"479 VERSAILLES ROAD, FRANKFORT, KY, 40601"
93410,166764100,0000850529-23-000012,CHEVRON CORP NEW,1115614124,7090016,166764,30-JUN-2023,"Fisher Asset Management, LLC","5525 NW FISHER CREEK DRIVE, CAMAS, WA, 98607"
93410,166764100,0000850529-23-000011,CHEVRON CORP NEW,1125043354,6895338,166764,31-MAR-2023,"Fisher Asset Management, LLC","5525 NW FISHER CREEK DRIVE, CAMAS, WA, 98607"
93410,166764100,0001894164-23-000012,CHEVRON CORP NEW COM,258841,1645,166764,30-JUN-2023,"Burns Matteson Capital Management, LLC","42 EAST MARKET STREET, CORNING, NY, 14830"
93410,166764100,0001894164-23-000011,CHEVRON CORP NEW COM,271661,1665,166764,31-MAR-2023,"Burns Matteson Capital Management, LLC","42 EAST MARKET STREET, CORNING, NY, 14830"
93410,166764100,0001894164-23-000006,CHEVRON CORP NEW COM,202429,1725,166764,31-DEC-2021,"Burns Matteson Capital Management, LLC","42 EAST MARKET STREET, CORNING, NY, 14830"
93410,166764100,0001894164-23-000010,CHEVRON CORP NEW COM,303338,1690,166764,31-DEC-2022,"Burns Matteson Capital Management, LLC","42 EAST MARKET STREET, CORNING, NY, 14830"
93410,166764100,0001894164-23-000007,CHEVRON CORP NEW COM,280882,1725,166764,31-MAR-2022,"Burns Matteson Capital Management, LLC","42 EAST MARKET STREET, CORNING, NY, 14830"
93410,166764100,0001894164-23-000008,CHEVRON CORP NEW COM,249746,1725,166764,30-JUN-2022,"Burns Matteson Capital Management, LLC","42 EAST MARKET STREET, CORNING, NY, 14830"
93410,166764100,0001894164-23-000009,CHEVRON CORP NEW COM,242802,1690,166764,30-SEP-2022,"Burns Matteson Capital Management, LLC","42 EAST MARKET STREET, CORNING, NY, 14830"
93410,166764100,0001095449-23-000096,CHEVRON CORP NEW,3259966,20718,166764,30-JUN-2023,"RB Capital Management, LLC","5365 RENO CORPORATE DRIVE, SUITE 200, RENO, NV, 89511"
93410,166764100,0001372130-23-000004,CHEVRON CORP NEW COM,4634642,27829,166764,30-SEP-2023,"HEADINVEST, LLC","7 CUSTOM HOUSE STREET, 4TH FLOOR, PORTLAND, ME, 04101"
93410,166764100,0000877134-23-000016,CHEVRON CORPORATION,19913782,118099,166764,30-SEP-2023,WESBANCO BANK INC,"1 BANK PLZ, WHEELING, WV, 26003"
93410,166764100,0000877134-23-000016,CHEVRON CORPORATION,432174,2563,166764,30-SEP-2023,WESBANCO BANK INC,"1 BANK PLZ, WHEELING, WV, 26003"
93410,166764100,0000877134-23-000016,CHEVRON CORPORATION,18897419,112071,166764,30-SEP-2023,WESBANCO BANK INC,"1 BANK PLZ, WHEELING, WV, 26003"
93410,166764100,0001062993-23-022252,CHEVRON CORP NEW COM,4919574,29176,166764,30-SEP-2023,"Sunbelt Securities, Inc.","2700 POST OAK BLVD, SUITE 1700, HOUSTON, TX, 77056"
93410,166764100,0001957148-23-000008,CHEVRON CORP NEW,373117,2213,166764,30-SEP-2023,"ETFIDEA, LLC","120 MADISON STREET, SUITE 1700, SYRACUSE, NY, 13202"
93410,166764100,0000931097-23-000004,Chevron Corp.,11361770,67380,166764,30-SEP-2023,CCM INVESTMENT ADVISERS LLC,"P O BOX 7488, COLUMBIA, SC, 29202-7488"
93410,166764100,0001911726-23-000006,CHEVRON CORP NEW,2387057,14156,166764,30-SEP-2023,Raleigh Capital Management Inc.,"1400 CRESCENT GREEN DRIVE, SUITE 100, CARY, NC, 27518"
93410,166764100,0001539338-23-000009,CHEVRON CORP NEW ,618720,3669,166764,30-SEP-2023,Financial Advisory Group,"5599 SAN FELIPE, SUITE 900, HOUSTON, TX, 77056"
93410,166764100,0001085146-23-004565,CHEVRON CORP NEW,418683,2873,166764,30-SEP-2023,"Financial Insights, Inc.","3110 RUSTON WAY, SUITE C, TACOMA, WA, 98402"
93410,166764100,0001172661-23-004076,CHEVRON CORP NEW,457466,2713,166764,30-SEP-2023,David R. Rahn & Associates Inc.,"495 Seaport Court, Suite 106, Port Of Redwood City, CA, 94063-2785"
93410,166764100,0001750924-23-000005,CHEVRON CORP NEW,82456,489,166764,30-SEP-2023,"VisionPoint Advisory Group, LLC","17250 DALLAS PARKWAY, DALLAS, TX, 75248"
93410,166764100,0001613331-23-000005,CHEVRON CORP NEW,209513,1243,166764,30-SEP-2023,Fragasso Group Inc.,"610 SMITHFIELD STREET, SUITE 400, PITTSBURGH, PA, 15222"
93410,166764100,0001993325-23-000003,CHEVRON CORP NEW,241773,1347,166764,31-DEC-2022,"Slocum, Gordon & Co LLP","39 MILL STREET, NEWPORT, RI, 02840"
93410,166764100,0001398344-23-022306,CHEVRON CORP NEW,216072,1281,166764,30-SEP-2023,"Grant Street Asset Management, Inc.","380 SOUTHPOINTE BLVD, SOUTH POINTE PLAZA II SUITE 315, CANONSBURG, PA, 15317"
93410,166764100,0001911726-23-000005,CHEVRON CORP NEW,2348443,13927,166764,30-SEP-2023,Raleigh Capital Management Inc.,"1400 CRESCENT GREEN DRIVE, SUITE 100, CARY, NC, 27518"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,10699108,63451,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,156105024,925780,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,4134731,24521,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,5567495,33018,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,170421444,1010683,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
